Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-20 04:00:00,452.9587181303489,455.6928353955898,451.69606398891386,455.5238342285156,15441800,0.0,0.0
2025-05-21 04:00:00,451.94462570262056,455.1360777634671,449.2005564495621,449.9561767578125,19216900,0.0,0.0
2025-05-22 04:00:00,452.3224170554101,457.5917944035942,451.2784631979853,452.23291015625,18025600,0.0,0.0
2025-05-23 04:00:00,447.3811293692874,451.06969358680703,446.3173019248347,447.5799560546875,16883500,0.0,0.0
2025-05-27 04:00:00,453.8435898996704,458.2877744248074,453.48565331857327,458.0292663574219,20974300,0.0,0.0
2025-05-28 04:00:00,458.55619745791415,459.8486770934628,454.2909661144885,454.7184753417969,17086300,0.0,0.0
2025-05-29 04:00:00,458.884303233251,459.05333474747385,452.6803520976962,456.0308837890625,13974800,0.0,0.0
2025-05-30 04:00:00,457.064883978579,459.0135554843554,452.909032890277,457.701171875,34770500,0.0,0.0
2025-06-02 04:00:00,454.49978904014216,459.4410555312044,454.2512329224997,459.3018798828125,16626500,0.0,0.0
2025-06-03 04:00:00,458.8047449110186,461.4593374660713,458.1982522365384,460.2960815429688,15743800,0.0,0.0
2025-06-04 04:00:00,461.3201414833542,463.00038321908,460.3457906064832,461.1908874511719,14162700,0.0,0.0
2025-06-05 04:00:00,462.2745901279283,466.9375052091058,461.3499686746429,464.9788818359375,20131700,0.0,0.0
2025-06-06 04:00:00,467.37496597576217,470.6061954238558,466.0725343793748,467.6632995605469,15285600,0.0,0.0
2025-06-09 04:00:00,466.9872502760202,470.69568816704816,465.9134708467471,470.0196228027344,16469900,0.0,0.0
2025-06-10 04:00:00,468.4686249933991,470.06931180763127,464.2630446113778,468.2001953125,15375900,0.0,0.0
2025-06-11 04:00:00,467.30536072753216,472.72389606625393,466.9474544926898,469.8903503417969,16399200,0.0,0.0
2025-06-12 04:00:00,472.2764779222473,477.6453141185156,470.7851412769109,476.104248046875,18950600,0.0,0.0
2025-06-13 04:00:00,473.6584649544854,476.4124557062983,470.0295518485209,472.2168273925781,16814500,0.0,0.0
2025-06-16 04:00:00,472.465416353128,477.9137775383536,472.2566377036087,476.3727416992188,15626100,0.0,0.0
2025-06-17 04:00:00,472.6543160369656,475.97502218951,471.3419324294717,475.2790832519531,15414100,0.0,0.0
2025-06-18 04:00:00,475.2392860574369,478.2219594008936,471.71972301658775,477.4663391113281,17526500,0.0,0.0
2025-06-20 04:00:00,479.4448516392065,480.6677282539423,474.1157929854165,474.6427307128906,37576200,0.0,0.0
2025-06-23 04:00:00,475.4480677233997,484.932977511559,469.7810065395394,483.1930847167969,24864000,0.0,0.0
2025-06-24 04:00:00,486.1260537385937,489.009298556199,483.9884469122188,487.2793273925781,22305600,0.0,0.0
2025-06-25 04:00:00,489.1982276680394,491.7036624656625,486.56353883181055,489.4268798828125,17495100,0.0,0.0
2025-06-26 04:00:00,490.1327808219991,495.1635541172166,489.9637493151316,494.5769653320313,21578900,0.0,0.0
2025-06-27 04:00:00,494.6763704185467,496.4162632322767,490.1824867596744,493.07568359375,34539200,0.0,0.0
2025-06-30 04:00:00,494.1693122308428,497.86782827206525,492.4691666337086,494.53717041015625,28369000,0.0,0.0
